LOX HEIGHT RP1HEIGHT DIAMETER NumEngins
0 0 421.517 593749 279713
0 0 421.617 593580 279647
0 0 421.717 593410 279581
0 0 421.817 593240 279516
0 0 421.917 593071 279450
0 0 422.017 592901 279385
0 0 422.117 592731 279319
0 0 422.217 592562 279253
0 0 422.317 592392 279188
0 0 422.417 592223 279122
0 0 422.517 592053 279057
0 0 422.617 591883 278991
0 0 422.717 591714 278925
0 0 422.817 591544 278860
0 0 422.917 591374 278794
0 0 423.017 591205 278729
0 0 423.117 591035 278663
0 0 423.217 590866 278597
0 0 423.317 590696 278532
0 0 423.417 590526 278466
0 0 423.517 590357 278401
0 0 423.617 590187 278335
0 0 423.717 590017 278269
0 0 423.817 589848 278204
0 0 423.917 589678 278138
0 0 424.017 589509 278073
0 0 424.117 589339 278007
0 0 424.217 589169 277942
0 0 424.317 589000 277876
0 0 424.417 588830 277810
0 0 424.517 588660 277745
0 0 424.617 588491 277679
0 0 424.717 588321 277614
0 0 424.817 588152 277548
0 0 424.917 587982 277482
0 0 425.017 587812 277417
0 0 425.117 587643 277351
0 0 425.217 587473 277286
0 0 425.317 587303 277220
0 0 425.417 587134 277154
0 0 425.517 586964 277089
0 0 425.617 586795 277023
0 0 425.717 586625 276958
0 0 425.817 586455 276892
0 0 425.917 586286 276826
0 0 426.017 586116 276761
0 0 426.117 585946 276695
0 0 426.217 585777 276630
0 0 426.317 585607 276564
0 0 426.417 585438 276498
0 0 426.517 585268 276433
0 0 426.617 585098 276367
0 0 426.717 584929 276302
0 0 426.817 584759 276236
0 0 426.917 584589 276170
0 0 427.017 584420 276105
0 0 427.117 584250 276039
0 0 427.217 584081 275974
0 0 427.317 583911 275908
0 0 427.417 583741 275843
0 0 427.517 583572 275777
0 0 427.617 583402 275711
0 0 427.717 583232 275646
0 0 427.817 583063 275580
0 0 427.917 582893 275515
0 0 428.017 582724 275449
0 0 428.117 582554 275383
0 0 428.217 582384 275318
0 0 428.317 582215 275252
0 0 428.417 582045 275187
0 0 428.517 581875 275121
0 0 428.617 581706 275055
0 0 428.717 581536 274990
0 0 428.817 581367 274924
0 0 428.917 581197 274859
0 0 429.017 581027 274793
0 0 429.117 580858 274727
0 0 429.217 580688 274662
0 0 429.317 580518 274596
0 0 429.417 580349 274531
0 0 429.517 580179 274465
0 0 429.617 580010 274399
0 0 429.717 579840 274334
0 0 429.817 579670 274268
0 0 429.917 579501 274203
0 0 430.017 579331 274137
0 0 430.117 579161 274071
0 0 430.217 578992 274006
0 0 430.317 578822 273940
0 0 430.417 578653 273875
0 0 430.517 578483 273809
0 0 430.617 578313 273744
0 0 430.717 578144 273678
0 0 430.817 577974 273612
0 0 430.917 577804 273547
0 0 431.017 577635 273481
0 0 431.117 577465 273416
0 0 431.217 577296 273350
0 0 431.317 577126 273284
0 0 431.417 576956 273219
0 0 431.517 576787 273153
0 0 431.617 576617 273088
0 0 431.717 576447 273022
0 0 431.817 576278 272956
0 0 431.917 576108 272891
0 0 432.017 575939 272825
0 0 432.117 575769 272760
0 0 432.217 575599 272694
0 0 432.317 575430 272628
0 0 432.417 575260 272563
0 0 432.517 575090 272497
0 0 432.617 574921 272432
0 0 432.717 574751 272366
0 0 432.817 574582 272300
0 0 432.917 574412 272235
0 0 433.017 574242 272169
0 0 433.117 574073 272104
0 0 433.217 573903 272038
0 0 433.317 573733 271972
0 0 433.417 573564 271907
0 0 433.517 573394 271841
0 0 433.617 573225 271776
0 0 433.717 573055 271710
0 0 433.817 572885 271645
0 0 433.917 572716 271579
0 0 434.017 572546 271513
0 0 434.117 572376 271448
0 0 434.217 572207 271382
0 0 434.317 572037 271317
0 0 434.417 571868 271251
0 0 434.517 571698 271185
0 0 434.617 571528 271120
0 0 434.717 571359 271054
0 0 434.817 571189 270989
0 0 434.917 571019 270923
0 0 435.017 570850 270857
0 0 435.117 570680 270792
0 0 435.217 570511 270726
0 0 435.317 570341 270661
0 0 435.417 570171 270595
0 0 435.517 570002 270529
0 0 435.617 569832 270464
0 0 435.717 569662 270398
0 0 435.817 569493 270333
0 0 435.917 569323 270267
0 0 436.017 569154 270201
0 0 436.117 568984 270136
0 0 436.217 568814 270070
0 0 436.317 568645 270005
0 0 436.417 568475 269939
0 0 436.517 568305 269873
0 0 436.617 568136 269808
0 0 436.717 567966 269742
0 0 436.817 567797 269677
0 0 436.917 567627 269611
0 0 437.017 567457 269546
0 0 437.117 567288 269480
0 0 437.217 567118 269414
0 0 437.317 566948 269349
0 0 437.417 566779 269283
0 0 437.517 566609 269218
0 0 437.617 566440 269152
0 0 437.717 566270 269086
0 0 437.818 566100 269021
0 0 437.918 565931 268955
0 0 438.018 565761 268890
0 0 438.118 565591 268824
0 0 438.218 565422 268758
0 0 438.318 565252 268693
0 0 438.418 565083 268627
0 0 438.518 564913 268562
0 0 438.618 564743 268496
0 0 438.718 564574 268430
0 0 438.818 564404 268365
0 0 438.918 564234 268299
0 0 439.018 564065 268234
0 0 439.118 563895 268168
0 0 439.218 563726 268102
0 0 439.318 563556 268037
0 0 439.418 563386 267971
0 0 439.518 563217 267906
0 0 439.618 563047 267840
0 0 439.718 562877 267774
0 0 439.818 562708 267709
0 0 439.918 562538 267643
0 0 440.018 562369 267578
0 0 440.118 562199 267512
0 0 440.218 562029 267447
0 0 440.318 561860 267381
0 0 440.418 561690 267315
0 0 440.518 561520 267250
0 0 440.618 561351 267184
0 0 440.718 561181 267119
0 0 440.818 561012 267053
0 0 440.918 560842 266987
0 0 441.018 560672 266922
0 0 441.118 560503 266856
0 0 441.218 560333 266791
0 0 441.318 560163 266725
0 0 441.418 559994 266659
0 0 441.518 559824 266594
0 0 441.618 559655 266528
0 0 441.718 559485 266463
0 0 441.818 559315 266397
0 0 441.918 559146 266331
0 0 442.018 558976 266266
0 0 442.118 558806 266200
0 0 442.218 558637 266135
0 0 442.318 558467 266069
0 0 442.418 558298 266003
0 0 442.518 558128 265938
0 0 442.618 557958 265872
0 0 442.718 557789 265807
0 0 442.818 557619 265741
0 0 442.918 557449 265675
0 0 443.018 557280 265610
0 0 443.118 557110 265544
0 0 443.218 556941 265479
0 0 443.318 556771 265413
0 0 443.418 556601 265348
0 0 443.518 556432 265282
0 0 443.618 556262 265216
0 0 443.718 556092 265151
0 0 443.818 555923 265085
0 0 443.918 555753 265020
0 0 444.018 555584 264954
0 0 444.118 555414 264888
0 0 444.218 555244 264823
0 0 444.318 555075 264757
0 0 444.418 554905 264692
0 0 444.518 554735 264626
0 0 444.618 554566 264560
0 0 444.718 554396 264495
0 0 444.818 554227 264429
0 0 444.918 554057 264364
0 0 445.018 553887 264298
0 0 445.118 553718 264232
0 0 445.218 553548 264167
0 0 445.318 553378 264101
0 0 445.418 553209 264036
0 0 445.518 553039 263970
0 0 445.618 552870 263904
0 0 445.718 552700 263839
0 0 445.818 552530 263773
0 0 445.918 552361 263708
0 0 446.018 552191 263642
0 0 446.118 552021 263576
0 0 446.218 551852 263511
0 0 446.318 551682 263445
0 0 446.418 551513 263380
0 0 446.518 551343 263314
0 0 446.618 551173 263249
0 0 446.718 551004 263183
0 0 446.818 550834 263117
0 0 446.918 550664 263052
0 0 447.018 550495 262986
0 0 447.118 550325 262921
0 0 447.218 550156 262855
0 0 447.318 549986 262789
0 0 447.418 549816 262724
0 0 447.518 549647 262658
0 0 447.618 549477 262593
0 0 447.718 549307 262527
0 0 447.818 549138 262461
0 0 447.918 548968 262396
0 0 448.018 548799 262330
0 0 448.118 548629 262265
0 0 448.218 548459 262199
0 0 448.318 548290 262133
0 0 448.418 548120 262068
0 0 448.518 547950 262002
0 0 448.618 547781 261937
0 0 448.718 547611 261871
0 0 448.818 547442 261805
0 0 448.918 547272 261740
0 0 449.018 547102 261674
0 0 449.118 546933 261609
0 0 449.218 546763 261543
0 0 449.318 546593 261477
0 0 449.418 546424 261412
0 0 449.518 546254 261346
0 0 449.618 546085 261281
0 0 449.718 545915 261215
0 0 449.818 545745 261150
0 0 449.918 545576 261084
0 0 450.018 545406 261018
0 0 450.118 545236 260953
0 0 450.218 545067 260887
0 0 450.318 544897 260822
0 0 450.418 544728 260756
0 0 450.518 544558 260690
0 0 450.618 544388 260625
0 0 450.718 544219 260559
0 0 450.818 544049 260494
0 0 450.918 543879 260428
0 0 451.018 543710 260362
0 0 451.118 543540 260297
0 0 451.218 543371 260231
0 0 451.318 543201 260166
0 0 451.418 543031 260100
0 0 451.518 542862 260034
0 0 451.618 542692 259969
0 0 451.718 542522 259903
0 0 451.818 542353 259838
0 0 451.918 542183 259772
0 0 452.018 542014 259706
0 0 452.118 541844 259641
0 0 452.218 541674 259575
0 0 452.318 541505 259510
0 0 452.418 541335 259444
0 0 452.518 541165 259378
0 0 452.618 540996 259313
0 0 452.718 540826 259247
0 0 452.818 540657 259182
0 0 452.918 540487 259116
0 0 453.018 540317 259051
0 0 453.118 540148 258985
0 0 453.218 539978 258919
0 0 453.318 539808 258854
0 0 453.418 539639 258788
0 0 453.518 539469 258723
0 0 453.618 539300 258657
0 0 453.718 539130 258591
0 0 453.818 538960 258526
0 0 453.918 538791 258460
0 0 454.018 538621 258395
0 0 454.118 538451 258329
0 0 454.219 538282 258263
0 0 454.319 538112 258198
0 0 454.419 537943 258132
0 0 454.519 537773 258067
0 0 454.619 537603 258001
0 0 454.719 537434 257935
0 0 454.819 537264 257870
0 0 454.919 537094 257804
0 0 455.019 536925 257739
0 0 455.119 536755 257673
0 0 455.219 536586 257607
0 0 455.319 536416 257542
0 0 455.419 536246 257476
0 0 455.519 536077 257411
0 0 455.619 535907 257345
0 0 455.719 535737 257279
0 0 455.819 535568 257214
0 0 455.919 535398 257148
0 0 456.019 535229 257083
0 0 456.119 535059 257017
0 0 456.219 534889 256952
0 0 456.319 534720 256886
0 0 456.419 534550 256820
0 0 456.519 534380 256755
0 0 456.619 534211 256689
0 0 456.719 534041 256624
0 0 456.819 533872 256558
0 0 456.919 533702 256492
0 0 457.019 533532 256427
0 0 457.119 533363 256361
0 0 457.219 533193 256296
0 0 457.319 533023 256230
0 0 457.419 532854 256164
0 0 457.519 532684 256099
0 0 457.619 532515 256033
0 0 457.719 532345 255968
0 0 457.819 532175 255902
0 0 457.919 532006 255836
0 0 458.019 531836 255771
0 0 458.119 531666 255705
0 0 458.219 531497 255640
0 0 458.319 531327 255574
0 0 458.419 531158 255508
0 0 458.519 530988 255443
0 0 458.619 530818 255377
0 0 458.719 530649 255312
0 0 458.819 530479 255246
0 0 458.919 530309 255180
0 0 459.019 530140 255115
0 0 459.119 529970 255049
0 0 459.219 529801 254984
0 0 459.319 529631 254918
0 0 459.419 529461 254853
0 0 459.519 529292 254787
0 0 459.619 529122 254721
0 0 459.719 528952 254656
0 0 459.819 528783 254590
0 0 459.919 528613 254525
0 0 460.019 528444 254459
0 0 460.119 528274 254393
0 0 460.219 528104 254328
0 0 460.319 527935 254262
0 0 460.419 527765 254197
0 0 460.519 527595 254131
0 0 460.619 527426 254065
0 0 460.719 527256 254000
0 0 460.819 527087 253934
0 0 460.919 526917 253869
0 0 461.019 526747 253803
0 0 461.119 526578 253737
0 0 461.219 526408 253672
0 0 461.319 526238 253606
0 0 461.419 526069 253541
0 0 461.519 525899 253475
0 0 461.619 525730 253409
0 0 461.719 525560 253344
0 0 461.819 525390 253278
0 0 461.919 525221 253213
0 0 462.019 525051 253147
0 0 462.119 524881 253081
0 0 462.219 524712 253016
0 0 462.319 524542 252950
0 0 462.419 524373 252885
0 0 462.519 524203 252819
0 0 462.619 524033 252754
0 0 462.719 523864 252688
0 0 462.819 523694 252622
0 0 462.919 523525 252557
0 0 463.019 523355 252491
0 0 463.119 523185 252426
0 0 463.219 523016 252360
0 0 463.319 522846 252294
0 0 463.419 522677 252229
0 0 463.519 522507 252163
0 0 463.619 522337 252098
0 0 463.719 522168 252032
0 0 463.819 521998 251966
0 0 463.919 521829 251901
0 0 464.019 521659 251835
0 0 464.119 521489 251770
0 0 464.219 521320 251704
0 0 464.319 521150 251638
0 0 464.419 520981 251573
0 0 464.519 520811 251507
0 0 464.619 520641 251442
0 0 464.719 520472 251376
0 0 464.819 520302 251310
0 0 464.919 520133 251245
0 0 465.019 519963 251179
0 0 465.119 519793 251114
0 0 465.219 519624 251048
0 0 465.319 519454 250982
0 0 465.419 519285 250917
0 0 465.519 519115 250851
0 0 465.619 518946 250786
0 0 465.719 518776 250720
0 0 465.819 518606 250655
0 0 465.919 518437 250589
0 0 466.019 518267 250523
0 0 466.119 518098 250458
0 0 466.219 517928 250392
0 0 466.319 517758 250327
0 0 466.419 517589 250261
0 0 466.519 517419 250195
0 0 466.619 517250 250130
0 0 466.719 517080 250064
0 0 466.819 516910 249999
0 0 466.919 516741 249933
0 0 467.019 516571 249867
0 0 467.119 516402 249802
0 0 467.219 516232 249736
0 0 467.319 516062 249671
0 0 467.419 515893 249605
0 0 467.519 515723 249539
0 0 467.619 515554 249474
0 0 467.719 515384 249408
0 0 467.819 515214 249343
0 0 467.919 515045 249277
0 0 468.019 514875 249211
0 0 468.119 514706 249146
0 0 468.219 514536 249080
0 0 468.319 514366 249015
0 0 468.419 514197 248949
0 0 468.519 514027 248883
0 0 468.619 513858 248818
0 0 468.719 513688 248752
0 0 468.819 513519 248687
0 0 468.919 513349 248621
0 0 469.019 513179 248556
0 0 469.119 513010 248490
0 0 469.219 512840 248424
0 0 469.319 512671 248359
0 0 469.419 512501 248293
0 0 469.519 512331 248228
0 0 469.619 512162 248162
0 0 469.719 511992 248096
0 0 469.819 511823 248031
0 0 469.919 511653 247965
0 0 470.019 511483 247900
0 0 470.119 511314 247834
0 0 470.219 511144 247768
0 0 470.319 510975 247703
0 0 470.419 510805 247637
0 0 470.52 510635 247572
0 0 470.62 510466 247506
0 0 470.72 510296 247440
0 0 470.82 510127 247375
0 0 470.92 509957 247309
0 0 471.02 509787 247244
0 0 471.12 509618 247178
0 0 471.22 509448 247112
0 0 471.32 509279 247047
0 0 471.42 509109 246981
0 0 471.52 508939 246916
0 0 471.62 508770 246850
0 0 471.72 508600 246784
0 0 471.82 508431 246719
0 0 471.92 508261 246653
0 0 472.02 508092 246588
0 0 472.12 507922 246522
0 0 472.22 507752 246457
0 0 472.32 507583 246391
0 0 472.42 507413 246325
0 0 472.52 507244 246260
0 0 472.62 507074 246194
0 0 472.72 506904 246129
0 0 472.82 506735 246063
0 0 472.92 506565 245997
0 0 473.02 506396 245932
0 0 473.12 506226 245866
0 0 473.22 506056 245801
0 0 473.32 505887 245735
0 0 473.42 505717 245669
0 0 473.52 505548 245604
0 0 473.62 505378 245538
0 0 473.72 505208 245473
0 0 473.82 505039 245407
0 0 473.92 504869 245341
0 0 474.02 504700 245276
0 0 474.12 504530 245210
0 0 474.22 504360 245145
0 0 474.32 504191 245079
0 0 474.42 504021 245013
0 0 474.52 503852 244948
0 0 474.62 503682 244882
0 0 474.72 503512 244817
0 0 474.82 503343 244751
0 0 474.92 503173 244685
0 0 475.02 503004 244620
0 0 475.12 502834 244554
0 0 475.22 502665 244489
0 0 475.32 502495 244423
0 0 475.42 502325 244358
0 0 475.52 502156 244292
0 0 475.62 501986 244226
0 0 475.72 501817 244161
0 0 475.82 501647 244095
0 0 475.92 501477 244030
0 0 476.02 501308 243964
0 0 476.12 501138 243898
0 0 476.22 500969 243833
0 0 476.32 500799 243767
0 0 476.42 500629 243702
0 0 476.52 500460 243636
0 0 476.62 500290 243570
0 0 476.72 500121 243505
0 0 476.82 499951 243439
0 0 476.92 499781 243374
0 0 477.02 499612 243308
0 0 477.12 499442 243242
0 0 477.22 499273 243177
0 0 477.32 499103 243111
0 0 477.42 498933 243046
0 0 477.52 498764 242980
0 0 477.62 498594 242914
0 0 477.72 498425 242849
0 0 477.82 498255 242783
0 0 477.92 498085 242718
0 0 478.02 497916 242652
0 0 478.12 497746 242586
0 0 478.22 497577 242521
0 0 478.32 497407 242455
0 0 478.42 497238 242390
0 0 478.52 497068 242324
0 0 478.62 496898 242259
0 0 478.72 496729 242193
0 0 478.82 496559 242127
0 0 478.92 496390 242062
0 0 479.02 496220 241996
0 0 479.12 496050 241931
0 0 479.22 495881 241865
0 0 479.32 495711 241799
0 0 479.42 495542 241734
0 0 479.52 495372 241668
0 0 479.62 495202 241603
0 0 479.72 495033 241537
0 0 479.82 494863 241471
0 0 479.92 494694 241406
0 0 480.02 494524 241340
0 0 480.12 494354 241275
0 0 480.22 494185 241209
0 0 480.32 494015 241143
0 0 480.42 493846 241078
0 0 480.52 493676 241012
0 0 480.62 493506 240947
0 0 480.72 493337 240881
0 0 480.82 493167 240815
0 0 480.92 492998 240750
0 0 481.02 492828 240684
0 0 481.12 492658 240619
0 0 481.22 492489 240553
0 0 481.32 492319 240487
0 0 481.42 492150 240422
0 0 481.52 491980 240356
0 0 481.62 491811 240291
0 0 481.72 491641 240225
0 0 481.82 491471 240160
0 0 481.92 491302 240094
0 0 482.02 491132 240028
0 0 482.12 490963 239963
0 0 482.22 490793 239897
0 0 482.32 490623 239832
0 0 482.42 490454 239766
0 0 482.52 490284 239700
0 0 482.62 490115 239635
0 0 482.72 489945 239569
0 0 482.82 489775 239504
0 0 482.92 489606 239438
0 0 483.02 489436 239372
0 0 483.12 489267 239307
0 0 483.22 489097 239241
0 0 483.32 488927 239176
0 0 483.42 488758 239110
0 0 483.52 488588 239044
0 0 483.62 488419 238979
0 0 483.72 488249 238913
0 0 483.82 488079 238848
0 0 483.92 487910 238782
0 0 484.02 487740 238716
0 0 484.12 487571 238651
0 0 484.22 487401 238585
0 0 484.32 487231 238520
0 0 484.42 487062 238454
0 0 484.52 486892 238388
0 0 484.62 486723 238323
0 0 484.72 486553 238257
0 0 484.82 486384 238192
0 0 484.92 486214 238126
0 0 485.02 486044 238061
0 0 485.12 485875 237995
0 0 485.22 485705 237929
0 0 485.32 485536 237864
0 0 485.42 485366 237798
0 0 485.52 485196 237733
0 0 485.62 485027 237667
0 0 485.72 484857 237601
0 0 485.82 484688 237536
0 0 485.92 484518 237470
0 0 486.02 484348 237405
0 0 486.12 484179 237339
0 0 486.22 484009 237273
0 0 486.32 483840 237208
0 0 486.42 483670 237142
0 0 486.52 483500 237077
0 0 486.62 483331 237011
0 0 486.72 483161 236945
0 0 486.82 482992 236880
0 0 486.921 482822 236814
0 0 487.021 482652 236749
0 0 487.121 482483 236683
0 0 487.221 482313 236617
0 0 487.321 482144 236552
0 0 487.421 481974 236486
0 0 487.521 481804 236421
0 0 487.621 481635 236355
0 0 487.721 481465 236289
0 0 487.821 481296 236224
0 0 487.921 481126 236158
0 0 488.021 480957 236093
0 0 488.121 480787 236027
0 0 488.221 480617 235962
0 0 488.321 480448 235896
0 0 488.421 480278 235830
0 0 488.521 480109 235765
0 0 488.621 479939 235699
0 0 488.721 479769 235634
0 0 488.821 479600 235568
0 0 488.921 479430 235502
0 0 489.021 479261 235437
0 0 489.121 479091 235371
0 0 489.221 478921 235306
0 0 489.321 478752 235240
0 0 489.421 478582 235174
0 0 489.521 478413 235109
0 0 489.621 478243 235043
0 0 489.721 478073 234978
0 0 489.821 477904 234912
0 0 489.921 477734 234846
0 0 490.021 477565 234781
0 0 490.121 477395 234715
0 0 490.221 477225 234650
0 0 490.321 477056 234584
0 0 490.421 476886 234518
0 0 490.521 476717 234453
0 0 490.621 476547 234387
0 0 490.721 476377 234322
0 0 490.821 476208 234256
0 0 490.921 476038 234190
0 0 491.021 475869 234125
0 0 491.121 475699 234059
0 0 491.221 475530 233994
0 0 491.321 475360 233928
0 0 491.421 475190 233863
0 0 491.521 475021 233797
0 0 491.621 474851 233731
0 0 491.721 474682 233666
0 0 491.821 474512 233600
0 0 491.921 474342 233535
0 0 492.021 474173 233469
0 0 492.121 474003 233403
0 0 492.221 473834 233338
0 0 492.321 473664 233272
0 0 492.421 473494 233207
0 0 492.521 473325 233141
0 0 492.621 473155 233075
0 0 492.721 472986 233010
0 0 492.821 472816 232944
0 0 492.921 472646 232879
0 0 493.021 472477 232813
0 0 493.121 472307 232747
0 0 493.221 472138 232682
0 0 493.321 471968 232616
0 0 493.421 471798 232551
0 0 493.521 471629 232485
0 0 493.621 471459 232419
0 0 493.721 471290 232354
0 0 493.821 471120 232288
0 0 493.921 470950 232223
0 0 494.021 470781 232157
0 0 494.121 470611 232091
0 0 494.221 470442 232026
0 0 494.321 470272 231960
0 0 494.421 470103 231895
0 0 494.521 469933 231829
0 0 494.621 469763 231764
0 0 494.721 469594 231698
0 0 494.821 469424 231632
0 0 494.921 469255 231567
0 0 495.021 469085 231501
0 0 495.121 468915 231436
0 0 495.221 468746 231370
0 0 495.321 468576 231304
0 0 495.421 468407 231239
0 0 495.521 468237 231173
0 0 495.621 468067 231108
0 0 495.721 467898 231042
0 0 495.821 467728 230976
0 0 495.921 467559 230911
0 0 496.021 467389 230845
0 0 496.121 467219 230780
0 0 496.221 467050 230714
0 0 496.321 466880 230648
0 0 496.421 466711 230583
0 0 496.521 466541 230517
0 0 496.621 466371 230452
0 0 496.721 466202 230386
0 0 496.821 466032 230320
0 0 496.921 465863 230255
0 0 497.021 465693 230189
0 0 497.121 465523 230124
0 0 497.221 465354 230058
0 0 497.321 465184 229992
0 0 497.421 465015 229927
0 0 497.521 464845 229861
0 0 497.621 464676 229796
0 0 497.721 464506 229730
0 0 497.821 464336 229665
0 0 497.921 464167 229599
0 0 498.021 463997 229533
0 0 498.121 463828 229468
0 0 498.221 463658 229402
0 0 498.321 463488 229337
0 0 498.421 463319 229271
0 0 498.521 463149 229205
0 0 498.621 462980 229140
0 0 498.721 462810 229074
0 0 498.821 462640 229009
0 0 498.921 462471 228943
0 0 499.021 462301 228877
0 0 499.121 462132 228812
0 0 499.221 461962 228746
0 0 499.321 461792 228681
0 0 499.421 461623 228615
0 0 499.521 461453 228549
0 0 499.621 461284 228484
0 0 499.721 461114 228418
0 0 499.821 460944 228353
0 0 499.921 460775 228287
0 0 500.021 460605 228221
0 0 500.121 460436 228156
Maximum Iterations Reached

LOX HEIGHT RP1HEIGHT DIAMETER NumEngins
14 13 12 29
Altitude Velocity timestep currentLox currentRP1
0.0429238 0.286158 0.1 469707 1.32202e+006
0.114463 0.572317 0.2 469399 1.3219e+006
0.214619 0.858474 0.3 469092 1.32179e+006
0.343389 1.14463 0.4 468784 1.32167e+006
0.500775 1.43078 0.5 468477 1.32155e+006
0.686776 1.71693 0.6 468170 1.32143e+006
0.901392 2.00308 0.7 467862 1.32131e+006
1.14462 2.28922 0.8 467555 1.32119e+006
1.41646 2.57536 0.9 467247 1.32107e+006
1.71692 2.8615 1 466940 1.32095e+006
2.04599 3.14763 1.1 466632 1.32084e+006
2.40367 3.43375 1.2 466325 1.32072e+006
2.78996 3.71986 1.3 466018 1.3206e+006
3.20486 4.00597 1.4 465710 1.32048e+006
3.64838 4.29207 1.5 465403 1.32036e+006
4.1205 4.57816 1.6 465095 1.32024e+006
4.62123 4.86424 1.7 464788 1.32012e+006
5.15056 5.15031 1.8 464481 1.32e+006
5.7085 5.43637 1.9 464173 1.31988e+006
6.29504 5.72242 2 463866 1.31977e+006
6.91019 6.00846 2.1 463558 1.31965e+006
7.55394 6.29448 2.2 463251 1.31953e+006
8.22629 6.58049 2.3 462944 1.31941e+006
8.92724 6.86649 2.4 462636 1.31929e+006
9.65679 7.15248 2.5 462329 1.31917e+006
10.4149 7.43845 2.6 462021 1.31905e+006
11.2017 7.7244 2.7 461714 1.31893e+006
12.017 8.01034 2.8 461407 1.31881e+006
12.8609 8.29626 2.9 461099 1.3187e+006
13.7334 8.58216 3 460792 1.31858e+006
14.6345 8.86805 3.1 460484 1.31846e+006
15.5642 9.15392 3.2 460177 1.31834e+006
16.5225 9.43976 3.3 459870 1.31822e+006
17.5093 9.72559 3.4 459562 1.3181e+006
18.5248 10.0114 3.5 459255 1.31798e+006
19.5688 10.2972 3.6 458947 1.31786e+006
20.6414 10.583 3.7 458640 1.31774e+006
21.7425 10.8687 3.8 458333 1.31763e+006
22.8722 11.1544 3.9 458025 1.31751e+006
24.0305 11.4401 4 457718 1.31739e+006
25.2174 11.7258 4.1 457410 1.31727e+006
26.4328 12.0115 4.2 457103 1.31715e+006
27.6768 12.2971 4.3 456795 1.31703e+006
28.9494 12.5827 4.4 456488 1.31691e+006
30.2505 12.8683 4.5 456181 1.31679e+006
31.5801 13.1538 4.6 455873 1.31667e+006
32.9383 13.4393 4.7 455566 1.31656e+006
34.3251 13.7248 4.8 455258 1.31644e+006
35.7404 14.0103 4.9 454951 1.31632e+006
37.1842 14.2957 5 454644 1.3162e+006
38.6566 14.5811 5.1 454336 1.31608e+006
40.1575 14.8665 5.2 454029 1.31596e+006
41.687 15.1518 5.3 453721 1.31584e+006
43.245 15.4372 5.4 453414 1.31572e+006
44.8315 15.7224 5.5 453107 1.3156e+006
46.4465 16.0077 5.6 452799 1.31549e+006
48.0901 16.2929 5.7 452492 1.31537e+006
49.7621 16.5781 5.8 452184 1.31525e+006
51.4627 16.8632 5.9 451877 1.31513e+006
53.1918 17.1483 6 451570 1.31501e+006
54.9494 17.4334 6.1 451262 1.31489e+006
56.7355 17.7185 6.2 450955 1.31477e+006
58.5501 18.0035 6.3 450647 1.31465e+006
60.3932 18.2884 6.4 450340 1.31453e+006
62.2648 18.5734 6.5 450033 1.31442e+006
64.1648 18.8583 6.6 449725 1.3143e+006
66.0934 19.1431 6.7 449418 1.31418e+006
68.0504 19.4279 6.8 449110 1.31406e+006
70.0359 19.7127 6.9 448803 1.31394e+006
72.0499 19.9974 7 448496 1.31382e+006
74.0924 20.2821 7.1 448188 1.3137e+006
76.1633 20.5668 7.2 447881 1.31358e+006
78.2626 20.8514 7.3 447573 1.31346e+006
80.3905 21.1359 7.4 447266 1.31335e+006
82.5467 21.4205 7.5 446958 1.31323e+006
84.7314 21.7049 7.6 446651 1.31311e+006
86.9446 21.9894 7.7 446344 1.31299e+006
89.1862 22.2738 7.79999 446036 1.31287e+006
91.4562 22.5581 7.89999 445729 1.31275e+006
93.7547 22.8424 7.99999 445421 1.31263e+006
96.0816 23.1267 8.09999 445114 1.31251e+006
98.4369 23.4109 8.2 444807 1.31239e+006
100.821 23.695 8.3 444499 1.31228e+006
103.233 23.9791 8.4 444192 1.31216e+006
105.673 24.2632 8.5 443884 1.31204e+006
108.142 24.5472 8.6 443577 1.31192e+006
110.639 24.8312 8.7 443270 1.3118e+006
113.165 25.1151 8.8 442962 1.31168e+006
115.719 25.3989 8.9 442655 1.31156e+006
118.302 25.6827 9 442347 1.31144e+006
120.913 25.9665 9.1 442040 1.31133e+006
123.552 26.2502 9.2 441733 1.31121e+006
126.219 26.5338 9.3 441425 1.31109e+006
128.915 26.8174 9.4 441118 1.31097e+006
131.639 27.101 9.5 440810 1.31085e+006
134.392 27.3845 9.6 440503 1.31073e+006
137.173 27.6679 9.7 440196 1.31061e+006
139.982 27.9513 9.8 439888 1.31049e+006
142.82 28.2346 9.9 439581 1.31037e+006
145.686 28.5178 10 439273 1.31026e+006
148.58 28.801 10.1 438966 1.31014e+006
151.503 29.0842 10.2 438659 1.31002e+006
154.454 29.3673 10.3 438351 1.3099e+006
157.433 29.6503 10.4 438044 1.30978e+006
160.44 29.9333 10.5 437736 1.30966e+006
163.476 30.2162 10.6 437429 1.30954e+006
166.54 30.499 10.7 437121 1.30942e+006
169.632 30.7818 10.8 436814 1.3093e+006
172.753 31.0646 10.9 436507 1.30919e+006
175.902 31.3472 11 436199 1.30907e+006
179.079 31.6298 11.1 435892 1.30895e+006
182.284 31.9124 11.2 435584 1.30883e+006
185.518 32.1949 11.3 435277 1.30871e+006
188.78 32.4773 11.4 434970 1.30859e+006
192.07 32.7596 11.5 434662 1.30847e+006
195.388 33.0419 11.6 434355 1.30835e+006
198.735 33.3241 11.7 434047 1.30823e+006
